No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
36,P20000000247472,8.01.720.007.50624,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","SUHARTI, S.IP",Restoran,JL. DAYANU IKHSANUDDIN NO. 63 / RM. SENTOSA
37,P20000000017472,8.01.720.015.27282,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP / BAG. SEKRETARIAT",Restoran,JL. RAYA PALAGIMATA
38,P20000000217472,8.01.720.015.30207,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
39,P20000000047472,8.01.720.015.63556,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI / BAGIAN EKONOMI SETDA,Restoran,JL. RAYA PALAGIMATA /CATERING PUTRI
40,P20000000247472,8.01.720.015.27212,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","LAKHSMI WARDHANI, ST",Restoran,JL. DAYANU IKHSANUDDIN
41,P20000000057472,8.01.720.015.43593,BAPPEDA,"La Ode Ikramansyah, SE/SEKRETARIAT",Restoran,Jl. Raya Palagimata/W.M. Sentosa
42,P20000000077472,8.01.720.015.14194,SEKRETARIAT DPRD,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
43,P20000000107472,8.01.710.011.17949,DINAS PERHUBUNGAN,"ZALATI, S.IP",Restoran,JL. BHAKTI ABRI
44,P20000000067472,8.01.750.001.52260,DINAS KESEHATAN,HASTINA/PUSKESMAS LIWUTO,Restoran,JL. SULTAN MARDAN ALI
45,P20000001297472,8.01.710.007.28997,SD NEGERI 1 BATULO,"LA ODE SARWAN, S.Pd",Restoran,JL. PAHLAWAN KM.6
46,P20000000177472,8.01.710.005.31865,KECAMATAN WOLIO,"MIRAWATI YAKA, S.IP / KEL. BATULO",Restoran,JL. SULTAN HASANUDDIN NO. 19 C / RM AYU
47,P20000000207472,8.01.760.010.33601,KANTOR BLUD RUMAH SAKIT,"TASRIF, SKM",Restoran,Jl.Drs.H.La Ode Manarfa/Faza catering
48,P20000000187472,8.01.750.004.5384,KECAMATAN KOKALUKUNA,"MUH.RUSTAM ZAIN, S.IP",Restoran,JL.BUKIT KAHOLEO
49,P20000000207472,8.01.760.010.65142,KANTOR BLUD RUMAH SAKIT,TASRIF/ SKM,Restoran,JL.RAYA PALAGIMATA/  FAZA CATERING
50,P20000000047472,8.01.770.001.42309,SEKRETARIAT DAERAH KOTA BAUBAU,"SYAWALUDDIN, S.Ak / BAGIAN ADM. PEMBANGUNAN SETDA KOTA BAUBAU",Restoran,RM. NUSANTARA / JALAN BETOAMBARI
51,P20000000477472,8.01.710.003.32384,DINAS TENAGA KERJA,WAWAN SAHIDU,Restoran,JL. JENDERAL SUDIRMAN NO.56
52,P20000000297472,8.01.710.004.16058,DINAS PEMUDA DAN OLAH RAGA,YATINA,Restoran,JL.JENDRAL SUDIRMAN
53,P20000000017472,8.01.720.015.20024,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID.PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
54,P20000000617472,8.01.720.015.53854,BADAN PENDAPATAN DAERAH,"LILIS SURIANI, S.Sos",Restoran,JL. RAYA PALAGIMATA / CAROL ARTISAN & PATTISSERIE
55,P20000000827472,8.01.760.010.30612,SMP NEGERI 7 BAUBAU,"MINARNI, S.Pd",Restoran,JL.DRS.H. LAODE MANARFA
56,P20000000057472,8.01.720.015.32284,BAPPEDA,"LA ODE IKRAMANSYAH, SE",Restoran,JL. RAYA PALAGIMATA / R.M. SENTOSA
57,P20000000737472,8.01.710.004.35294,SMA NEGERI 7 BAUBAU,"ABDUL LATIF, S.Pd",Restoran,JL. JAMBU MENTE / RUMAH MAKAN LAILA
58,P20000000077472,8.01.720.015.7740,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL. RAYA PALAGIMATA
59,P20000000037472,8.01.760.011.8804,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"SUNARDIN, S.Pd SMPN 4 BAUBAU",Restoran,JL. BETOAMBARI
60,P20000000277472,8.01.720.015.44023,DINAS  PENANAMAN MODAL DAN PTSP,WA ODE SITTI HASANAH / BID. KEBIJAKAN,Restoran,JL. RAYA PALAGIMATA / CATERING & SNACK INSAVAL
61,P20000000217472,8.01.720.001.46848,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
62,P20000000387472,8.01.710.004.18503,DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN,"HARSINI, SH",Restoran,JL. CUT NYAK DIEN NO. 1
63,P20000000067472,8.01.720.007.22082,DINAS KESEHATAN,"ROSNIA, SKM /PUSKESMAS KATOBENGKE",Restoran,JL. LAKARAMBAU NO. 23C
64,P20000000377472,8.01.720.007.55434,DINAS SOSIAL,HASMUDDIN,Restoran,JL.DAYANU IKHSANUDDIN
65,P20000000047472,8.01.720.015.1266,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN SEKRETARIAT DAERAH,Restoran,JL.RAYA PALAGIMATA
66,P20000001637472,8.01.710.011.34024,PERSATUAN WARTAWAN INDONESIA (PWI),MULYADI,Restoran,JL.BHAKTI ABRI NO.2 / MAMA ADEL CATERING
67,P20000000617472,8.01.720.015.36947,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDINJ, SIP",Restoran,JL.RAYA PALAGIMATA / UD.SINAR KABAENA
68,P20000000067472,8.01.710.011.9659,DINAS KESEHATAN,"EVI FITRIANI, S.Si",Restoran,JL.BAKTI ABRI
69,P20000000037472,8.01.720.015.17658,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"HAMIDA, S.Pd.I /TK. ANAK SALEH LIPU",Restoran,JL. BARU PONDOK AZZAHRAH
70,P20000000167472,8.01.720.015.27936,KOPERASI DAN UMKM,ZULKIFLI PAMILI,Restoran,JL. DAYANU IKHSANUDDIN NO. 13
71,P10000004417472,8.01.770.005.42487,FENY MAYASARI/SALON FENYE,MASIRUN / FENYE CATERING,Restoran,JL.ERLANGGA
72,P20000000047472,8.01.720.015.20487,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
73,P20000000017472,8.01.720.015.24852,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID. PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
74,P20000001297472,8.01.710.007.57026,SD NEGERI 1 BATULO,"LAODE SARWAN, S.Pd",Restoran,JL.PAHLAWAN KM.6
75,P20000000227472,8.01.710.011.58633,DINAS LINGKUNGAN HIDUP,WAODE SYAMSIAR/ SEKRETARIAT,Restoran,JL SIRKAYA  NO 1/ RM SAMBAL IJO
76,P20000000047472,8.01.720.015.3309,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
77,P20000000257472,8.01.710.002.35722,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos/BID. KEWASPADAAN DINI KEG. MONITORING TRIWULAN IV",Restoran,JL MUH. HUSNI THAMRIN NO.20
78,P20000000457472,8.01.780.006.38563,KANTOR KECAMATAN LEA-LEA,HASMIA/KOLESE,Restoran,Jalan Bulan Bhakti LKMD 1985/R.M AYUN
79,P20000000217472,8.01.720.007.11408,DINAS PEKERJAAN UMUM,"HUMAIRAH, A.Md",Restoran,JL. DAYANU IKHSANUDDIN
80,P20000000037472,8.01.740.003.24160,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"WA ODE SITTI RAMLA,S.Pd.SD/SDN.1 LIABUKU",Restoran,JL. ANOA
81,P20000000067472,8.01.720.002.47246,DINAS KESEHATAN,"SAIDA,A.Md.Kep/pkm waborobo",Restoran,JL PADAT KARYA KEL WABOROBO/RM MAMA IDUL
82,P20000000217472,8.01.720.001.50093,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/RM.Nusantara
83,P20000000057472,8.01.720.015.22669,BAPPEDA,"LA ODE IKRAMANSYAH, SE",Restoran,JL. RAYA PALAGIMATA
84,P20000000687472,8.01.760.011.26712,SMA NEGERI 2 BAUBAU,"SYAMSUDDIN HIYMU, S.Pd,M.Pd",Restoran,JL.BETOAMBARI NO.67
85,P20000000047472,8.01.720.015.60245,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI / BAGIAN ADM. PEMBANGUNAN SETDA,Restoran,JL. RAYA PALAGIMATA / NIRWANA BUTON VILLA BAUBAU
86,P20000001337472,8.01.760.009.37362,SD NEGERI 1 BAADIA,"LAODE ABDUL A MUHAIMIN, S.Pd.M.FiI.I",Restoran,JL.LABUKE / MEISYA CATERING
87,P20000000247472,8.01.720.007.6194,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN, SH",Restoran,JL.DAYANU IKHSANUDDIN NO 63
88,P20000000047472,8.01.720.015.13604,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
89,P20000000167472,8.01.710.002.48877,KOPERASI DAN UMKM,ZULKIFLI PAMILI / BIDANG UKM,Restoran,JL. MUHAMMAD HUSNI THAMRIN NO.32
90,P20000000217472,8.01.720.015.51762,DINAS PEKERJAAN UMUM,"SYARIFIL, ST/CIPTA KARYA",Restoran,JL. DAYANU IKHSANUDDIN NO. 1/COBEK BUTON
91,P20000000227472,8.01.710.011.25475,DINAS LINGKUNGAN HIDUP,"WA ODE SYAMSIAR, A.Md",Restoran,JL. SRIKAYA NO. 1
92,P20000000217472,8.01.720.007.28485,DINAS PEKERJAAN UMUM,"SYAHRIFIL,ST",Restoran,JL. DAYANU IKHSANUDDIN
93,P20000000047472,8.01.720.015.61856,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI / BAGIAN UMUM SETDA,Restoran,JL. RAYA PALAGIMATA / SEMERBAK CATERING
94,P20000002077472,8.01.710.003.38970,SDN 3 BAUBAU,"NELTASIH TUTUAMA, S.Pd",Restoran,JL.JEND. SUDIRMAN NO.49
95,P20000001547472,8.01.740.004.41803,SD NEGERI KARING-KARING,"WA ODE ZENI SAMSALIM, S.Pd",Restoran,JL. HASTINA PURO NO.38 /KIOS CHAIRUL
96,P20000000047472,8.01.720.015.15547,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN / BAGIAN UMUM,Restoran,JL. RAYA PALAGIMATA
97,P20000000817472,8.01.720.015.50506,TK. ANAK.SALEH LIPU,"HAMIDA, S.Pd.I",Restoran,JLN. BARU / CITA RASA TEBUAH
98,P20000002417472,8.01.710.003.53353,SD NEGERI 6 BAUBAU,"WA ODE NURMALA SARI, S.Pd.I",Restoran,JL. R.A KARTINI NO. 19
99,P20000000617472,8.01.720.015.27177,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDIN,S.IP BID.PENETAPAN DAN PENGOLAHAN DATA",Restoran,JL. RAYA PALAGIMATA
100,P20000001547472,8.01.740.004.30109,SD NEGERI KARING-KARING,GUSTI AYU ERNAWATI,Restoran,JL. HASTINA PURO NO. 38
101,P20000002357472,8.01.750.003.63460,SD NEGERI 1 BUNGI,"NI PUTU SRI SUKMA DEWI, S.Pd",Restoran,JL. ANOA
102,P20000000247472,8.01.720.015.20385,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN, SH",Restoran,JL. DAYANU IKHSANUDDIN NO. 63
103,P20000000707472,8.01.760.011.43497,SMA NEGERI 4 BAUBAU,"NENY SARI MEGA SARUFA, S",Restoran,JL.BETOAMBARI NO.73 /LA TANSA STORE
104,P20000000017472,8.01.720.015.17837,BADAN PENGELOLA KEUANGAN ASET DAERAH,BAMBANG SAATI S.IP / BID. SEKRETARIAT,Restoran,JL. RAYA PALAGIMATA
105,P20000000217472,8.01.720.015.52164,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BIDANG JASA KONSTRUKSI",Restoran,Jalan Dayanu Ikhsanuddin No. 1/RM. COBEK
106,P20000000017472,8.01.720.015.54943,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI,SIP/BID.PERBENDAHARAAN",Restoran,JL.RAYA PALAGIMATA/KANTIN MANDES
107,P20000000047472,8.01.720.015.28895,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR,Restoran,JL.RAYA PALAGIMATA
108,P20000000747472,8.01.760.007.31761,SMK NEGERI 1 BAUBAU,RR DELTU LA FIRLAZ,Restoran,JL. BETOAMBARI NO. 7 /KANTIN SMKN 1 BAUBAU
109,P20000000337472,8.01.760.010.33504,KANTOR KECAMATAN MURHUM,LIYA YUSLIYA/KELURAHAN BAADIA,Restoran,JL.DR.WAHIDIN
110,P20000000047472,8.01.720.015.5269,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
111,P20000002097472,8.01.750.001.65046,SD NEGERI 3 PULAU MAKASAR,"MANSUR, S.Pd",Restoran,JL PENDIDIKAN
112,P20000000107472,8.01.710.011.42209,DINAS PERHUBUNGAN,"Zaliati, S.IP",Restoran,Jl. Bhakti Abri
113,P20000000477472,8.01.710.003.18060,DINAS TENAGA KERJA,WAWAN SAHIDU,Restoran,JL. JENDERAL SUDIRMAN NO. 56
114,P20000000427472,8.01.760.008.19910,DINAS PERPUSTAKAAN DAN KERASIPAN,"MUKMINA, S.Sos",Restoran,JL. BETOAMBARI NO. 31
115,P20000002787472,8.01.710.011.53750,PKBM MARUA,SADAN,Restoran,JL. MALIK SIRULLAH
116,P20000000617472,8.01.720.015.56534,BADAN PENDAPATAN DAERAH,"LILIS SURIANI,S.Sos/BID PENETAPAN",Restoran,JL.RAYA PALAGIMATA/ RM.NUSANTARA
117,P20000000047472,8.01.720.015.30513,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR / BAGIAN PROTOKOL,Restoran,JL. RAYA PALAGIMATA
118,P20000001537472,8.01.710.005.32178,SDN WANGKANAPI,"IRMAWATI,S.Pd.SD",Restoran,JL. KELAPA / ALULYKA CATERING
119,P20000000067472,8.01.710.011.35198,DINAS KESEHATAN,Wa Ode Alfina S.KM / BIDANG YANKES,Restoran,JL. Bakti Abri No 001 Kota Baubau Sultra
120,P20000000127472,8.01.730.001.7630,KECAMATAN SORAWOLIO,NURYADIN / KEL. KAISABU BARU,Restoran,JL. POROS BAUBAU PASARWAJO
121,P20000000037472,8.01.760.007.7715,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"ASRUN, S.Pd / SMPN 2 BAUBAU",Restoran,JL. MURHUM NO. 47 A
122,P20000000307472,8.01.740.003.43927,KANTOR KECAMATAN BUNGI,Nikadek Rai Wahyudi,Restoran,Wahyu Amelia gafar/Baubau
123,P20000000327472,8.01.710.004.46752,DINAS KOMUNIKASI DAN INFORMATIKA,Mustafa Nawa / Bidang TIK,Restoran,Jalan Cut Nyak Dien No. 01 Batulo / Inayah Cake
124,P20000000217472,8.01.720.015.21930,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
125,P20000000487472,8.01.720.015.55337,INSPEKTORAT KOTA BAUBAU,WA ODE NURNANI,Restoran,Jln. Raya Palagimata / Aroma Sedaap Cake & Bakery
126,P20000000517472,8.01.760.008.58138,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,SULKIFLI/SNACK/SULIMA/DALDUK,Restoran,JL. BETOAMBARI
127,P20000000047472,8.01.720.015.1157,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BAGIAN TAPEM,Restoran,JL.RAYA PALGIMATA
128,P20000000217472,8.01.720.001.59739,DINAS PEKERJAAN UMUM,"AHMAD HENDRA KAIF, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/RM.Nusantara
129,P20000000047472,8.01.720.015.33923,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR / BENDAHARA RUTIN SETDA KOTA BAUBAU,Restoran,JALAN BATARAGURU / RM BUBUR AYAM AMSTERDAM
130,P20000002257472,8.01.760.010.36851,SD NEGERI 2 BAADIA,"MASRIDA, S.Pd",Restoran,JL. DRS. LA ODE MANARFA
131,P20000000027472,8.01.720.015.9541,DINAS PERTANIAN DAN KETAHANAN PANGAN,UNGAODE,Restoran,JL. DAYANU IKHSANUDDIN NO.51
132,P20000000037472,8.01.770.001.17360,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"WA ODE MULIANA, S.Pd /SDN 2 WAMEO",Restoran,JL.HAYAM WURUK NO. 88
133,P20000000167472,8.01.720.007.16959,KOPERASI DAN UMKM,ZULKIFLI PAMILI,Restoran,JL. DAYANU IKHSANUDDIN
134,P20000000957472,8.01.710.011.48365,SMP NEGERI 12 BAUBAU,"KASMIATY, SE",Restoran,JL. PAHLAWAN KM. 4
135,P20000000017472,8.01.720.015.24709,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID. AKUNTANSI",Restoran,JL. RAYA PALAGIMATA
136,P20000000927472,8.01.720.002.56930,SMP NEGERI 15 BAUBAU,"MUNIATI,S.Pd",Restoran,JL.SULTAN LA BUKE / KIOS ZAFIRA
137,P20000002877472,8.01.770.005.58533,PKBM TARAFU,NORMA,Restoran,JL. ERLANGGA NO. 149 D / RM. NUSANTARA
138,P20000000017472,8.01.720.015.3119,BPKAPD,BAMBANG SAATI BIDANG ASET,Restoran,JL. RAYA PALAGIMATA
139,P20000000067472,8.01.750.001.61350,DINAS KESEHATAN,SRI MULIATI SAKTI KUSUMA/PKM LIWUTO,Restoran,Jl. Sultan Mardan Ali/ FAZA CATERING
140,P20000000257472,8.01.710.002.35621,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos/BID. KEWASPADAA DINI KEG. MONITORING TRIWULAN IV",Restoran,JL. MUH. HUSNI THAMRIN NO.20/MOZA CATERING
141,P20000000017472,8.01.720.015.38467,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI,SIP/ BID ASET",Restoran,JL.RAYA PALAGIMATA
142,P20000000217472,8.01.720.007.11304,DINAS PEKERJAAN UMUM,"HUMAIRAH, A.Md / BIDANG BINA MARGA",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
143,P20000000037472,8.01.770.006.24059,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"ARYANI, S.Pd /SDN 1 BONE-BONE",Restoran,JL. WA ODE WAU
144,P20000000247472,8.01.720.015.47148,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN",SUHARTI. S.IP/BID. KAWASAN PERMUKIMAN,Restoran,JL. DAYANU IKHSANUDDIN NO. 63/RM JOMBANG
145,P20000000447472,8.01.720.003.49988,KANTOR KECAMATAN BETOAMBARI,"AZWAR BAARI, S.P/KEL.LABALAWA",Restoran,JALAN LABUKE/NETTY RUSLI
146,P20000000687472,8.01.760.011.26616,SMA NEGERI 2 BAUBAU,"SYAMSUDDIN HIYMU, S.Pd,M.Pd",Restoran,JL. BETOAMBARI NO. 67
147,P20000000067472,8.01.780.001.60143,DINAS KESEHATAN,"Suparman, A.Md.Kep",Restoran,"Jl. Sultan Murhum No. 03, Kel. Lowu-Lowu, Kec. Lea-Lea, Kota Baubau"
148,P20000000107472,8.01.710.011.62966,DINAS PERHUBUNGAN,ZALIATI,Restoran,JL. BHAKTI ABRI
149,P20000000067472,8.01.760.008.37263,DINAS KESEHATAN,PMI CABANG KOTA BAUBAU,Restoran,Jl. SIPANJONGA
150,P20000000247472,8.01.720.015.6092,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN,SH",Restoran,JLN DAYANU IKHSANUDDIN NO 63
151,P20000000017472,8.01.720.015.13481,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP BIDANG ASET",Restoran,JL. RAYA PALAGIMATA
152,P20000001537472,8.01.710.005.48770,SDN WANGKANAPI,"IRAWATI, S.Pd.SD",Restoran,JL.KELAPA NO.51 /DAPOER CIKGU
153,P20000000057472,8.01.720.015.51659,BAPPEDA,"La Ode Ikramansyah, SE/BIDANG PSIK",Restoran,Jl. Raya Palagimata/ANNISA CATERING
154,P20000000277472,8.01.720.015.28389,DINAS  PENANAMAN MODAL DAN PTSP,WA ODE SITTI HASANAH,Restoran,JL.RAYA PALAGIMATA
155,P20000000067472,8.01.720.007.61756,DINAS KESEHATAN,"ROSNIA, SKM / PUSKESMAS KATOBENGKE",Restoran,JL. LAKARAMBAU NO. 23C / DAPUR UMI FATAN
156,P20000001447472,8.01.720.015.64556,SD ISLAM TERPADU INSAN CENDEKIA,"HAFIZAH SHOLEHAH, S.Pd",Restoran,JL GUNDU - GUNDU BARU/ AYAM KREMES AL ROZAK
157,P20000001617472,8.01.740.003.38864,SMPS DARUSSALAM,"FATIMA SYAIFUL, S.Pd",Restoran,JL.POROS KALIA-LIA
158,P20000000227472,8.01.710.011.41707,DINAS LINGKUNGAN HIDUP,WA ODE SYAMSIAR/ BID. PENATAAN DAN PENINGKATAN KAPASITAS LINGKUNGAN,Restoran,JL SIRKAYA NO.1/ANISA CATERING
159,P20000000047472,8.01.720.015.15389,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
160,P20000001017472,8.01.770.006.50409,TK.LABALAWA,"HARIATI,S.Pd",Restoran,JL.ERLANGGA /FF CATERING
