No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
50,P20000000067472,8.01.710.011.10146,DINAS KESEHATAN,"EVI FITRIANI, S.Si / BIDANG GIZI",Restoran,JL. BAKTI ABRI
51,P20000000187472,8.01.750.001.13712,KECAMATAN KOKALUKUNA,ZULIMA KEL. LIWUTO,Restoran,JL. PENDIDIKAN
52,P20000000207472,8.01.760.010.48952,KANTOR BLUD RUMAH SAKIT,"TASRIF,SKM",Restoran,JL.DRS.H.LA ODE MANARFA
53,P20000000077472,8.01.720.015.25570,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,"JL RAYA PALAGIMATA,BUKIT PARLEMEN"
54,P20000000857472,8.01.720.001.28560,SMP NEGERI 14 BAUBAU,"FANI ANDRIANTO, ST",Restoran,JL.MENUJU SIMPANG 5
55,P20000001067472,8.01.710.002.61931,SMP NEGERI 17 BAUBAU,"RATNA,A.Md.Kom",Restoran,JL.MUH.HUSNI THAMRIN
56,P20000002387472,8.01.750.004.39045,SD NEGERI TOMBA,"MUHANARNI, S.Pd",Restoran,JL. ANOA
57,P20000000057472,8.01.720.015.41878,BAPPEDA,"La Ode Ikramansyah, SE/BIDANG PPE",Restoran,Jl. Raya Palagimata/W A R L I P  Bakery & Cake
58,P20000000457472,8.01.780.006.11972,KANTOR KECAMATAN LEA-LEA,HASMIA /KELURAHAN KOLESE,Restoran,JL. BULAN BAKTI LKMD
59,P20000000017472,8.01.720.015.15625,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI,S.IP BIDANG PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
60,P20000001567472,8.01.760.008.50603,SD NEGERI 2 LAMANGGA,"ASRUL SARIHI, S.Pd.I",Restoran,JL. SIJAWANGKATI / KANTIN SDN 2 LAMANGGA
61,P20000000307472,8.01.740.005.27261,KANTOR KECAMATAN BUNGI,"TENDRI ABENG,S.IP",Restoran,JL.ANOA
62,P20000000217472,8.01.720.015.30186,DINAS PEKERJAAN UMUM,"SYAHRIFI, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
63,P20000000217472,8.01.720.015.63535,DINAS PEKERJAAN UMUM,"AHMAD HENDRA KAIF,ST/CIPTA KARYA",Restoran,JL. DAYANU IKHSANUDDIN NO.1/OHANA KITCHEN
64,P20000000247472,8.01.720.007.25508,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","LAKHSMI WARDHANI, ST",Restoran,JL. DAYANU IKHSANUDDIN
65,P20000000047472,8.01.720.015.43572,SEKRETARIAT DAERAH KOTA BAUBAU,"Syawaluddin, S.AK./ Catering Netty",Restoran,Jln. Raya Palagimata
66,P20000000017472,8.01.720.015.14173,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID. PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
67,P20000000067472,8.01.710.011.17922,DINAS KESEHATAN,"WA ODE ALFINA, SKM",Restoran,JL. BHAKTI ABRI
68,P20000000067472,8.01.750.001.52239,DINAS KESEHATAN,HASTINA/PUSKESMAS LIWUTO,Restoran,JL. SULTAN MARDAN ALI
69,P20000000517472,8.01.760.008.28975,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,"NURIATI, AM.Keb / SEKRETARIAT",Restoran,JL. BETOAMBARI
70,P20000000417472,8.01.720.007.31844,BADAN KEPEGAWAIAN PENGEMBANGAN SUMBER DAYA MANUSIA,"L.M.GRAMA RAMADHAN, S.I.P",Restoran,JL.DAYANI IKHSANUDDIN NO.69 / BAUBAU KULINER
71,P20000001297472,8.01.710.007.33580,SD NEGERI 1 BATULO,"LA ODE SARWAN, S.Pd",Restoran,JL. PAHLAWAN KM. 6 /KANTIN  SD 1 BATULO
72,P20000000507472,8.01.710.003.5360,DINAS KEPENDUDUKAN DAN PENCATAATAN SIPIL KOTA BAUBAU,"SYAWALUDDIN, S.Ak",Restoran,JL. JENDERAL SUDIRMAN
73,P20000000947472,8.01.760.007.65121,SMP NEGERI 2 BAUBAU,"WA ODE KARTINI JAYA,ST",Restoran,JL.SULTAN MURHUM
74,P20000000177472,8.01.710.004.42287,KECAMATAN WOLIO,"MIRAWATI YAKA, S.IP",Restoran,Jl. Sultan Hasanuddin No. 19 C
75,P20000000477472,8.01.710.003.28057,DINAS TENAGA KERJA,WAWAN SAHIDU,Restoran,JL.JENDERAL SUDIRMAN NO.56
76,P20000000047472,8.01.720.015.16035,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN SEKRETARIAT DAERAH,Restoran,JL. RAYA PALAGIMATA
77,P20000000067472,8.01.720.002.20003,DINAS KESEHATAN,"SAIDA, A.md.Kep / PUSKES. WABOROBO",Restoran,JL. PADAT KARYA
78,P20000000287472,8.01.720.007.53833,KONI,"SRI SALMIATI,S.Sos.,M.Si. /CABOR ISSI",Restoran,JL. DAYANU IKHSANUDDIN
79,P20000000337472,8.01.760.008.30591,KANTOR KECAMATAN MURHUM,"L.M.FIRMAN SYAHHIDAYAT, A.Md / KEL.LAMANGGA",Restoran,JL.DR.WAHIDIN NO125
80,P20000000387472,8.01.710.004.32258,DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN,MUSTARI,Restoran,JL. CUT NYAK DIEN NO. 1 / BAKSO RUSUK Vs MIE AYAM SUPER
81,P20000000047472,8.01.720.015.35273,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR/ BENDAHARA RUTIN,Restoran,JL.RAYA PALAGIMATA/ WR.BAROKAH
82,P20000000427472,8.01.760.008.7719,DINAS PERPUSTAKAAN DAN KERASIPAN,"MUKMINA, S.Sos",Restoran,JL. SIPANJONGA NO. 17
83,P20000000037472,8.01.720.015.8735,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"LA ODE MUH.SYAHRIR,S.Pd.SD",Restoran,JL. DAYANU IKHSANUDDIN
84,P20000001297472,8.01.710.007.44002,SD NEGERI 1 BATULO,"LA ODE SARWAN, S.Pd",Restoran,JL. PAHLAWAN KM. 6 / KANTIN SEKOLAH
85,P20000000217472,8.01.720.001.46827,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/RM.Nusantara
86,P20000000067472,8.01.740.005.18476,DINAS KESEHATAN,"JAYATI, A.Md.Kep /PUSKESMAS KAMPEONAHO",Restoran,JL. ANOA
87,P20000000277472,8.01.720.007.22052,DINAS  PENANAMAN MODAL DAN PTSP,WAODE SITTI HASANAH,Restoran,JL.RAYA PALAGIMATA
88,P20000000067472,8.01.730.004.55413,DINAS KESEHATAN,"NURMAWATI, S.ST / UPTD PUSKESMAS SORAWOLIO",Restoran,JL. POROS PASARWAJO KM. 15 KEL.BUGI KEC. SORAWOLIO / KEDAI IBU NUNUNG
89,P20000000067472,8.01.710.011.1245,DINAS KESEHATAN,"EVI FITRIANI, S.Si BIDANG KESMAS",Restoran,JL.BAKTI ABRI NO.1
90,P20000000747472,8.01.760.007.33998,SMK NEGERI 1 BAUBAU,RR DELTU LA FIRLAZ,Restoran,JL. BETOAMBARI NO. 7 /ONE MART SMKN 1BAUBAU
91,P20000000057472,8.01.720.015.36926,BAPPEDA,"La Ode Ikramansyah, SE/BIDANG PPE",Restoran,Jl. Raya Palagimata/MAUREL CAKERY
92,P20000000047472,8.01.720.015.9638,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL.RAYA PALAGIMATA
93,P20000000037472,8.01.780.007.17548,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"RAHMAWATI HASIRUN, S.Pd / SDN 1 BATARAGURU",Restoran,JL. PROF FUJITA
94,P20000000167472,8.01.720.015.27912,KOPERASI DAN UMKM,ZULKIFLI PAMILI,Restoran,JL. DAYANU IKHSANUDDIN NO. 13
95,P20000000827472,8.01.760.010.48440,SMP NEGERI 7 BAUBAU,MINARNI .S.Pd,Restoran,JL.DRS.H .LAODE MANARFA
96,P20000000047472,8.01.720.015.20466,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
97,P20000000017472,8.01.720.015.24831,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID. PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
98,P20000000047472,8.01.720.015.57005,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI/ BAGIAN UMUM SETDA,Restoran,"JL. RAYA PALAGIMATA/WARUNG MAKAN ""LAMONGAN"""
99,P20000000077472,8.01.720.001.58610,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/Parende Mama Ardan"
100,P20000000377472,8.01.720.007.3284,DINAS SOSIAL,"MARTINA,S.IP",Restoran,JL.DAYANU IKHSANUDDIN NO.55
101,P20000000257472,8.01.710.002.35701,BADAN KESBANGPOL,"RINI ISNAINI,S.Sos/BID. KEWASPADAAN DINI KEG. MONITORING TRIWULAN IV",Restoran,JL. MUH. HUSNI THAMRIN NO.20/MOZA CATERING
102,P20000000177472,8.01.710.004.38542,KECAMATAN WOLIO,RM. AYU,Restoran,Jl. Sultan Hasanuddin
103,P20000000217472,8.01.720.007.11380,DINAS PEKERJAAN UMUM,"HUMAIRAH, A.Md / BIDANG BINA MARGA",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
104,P20000000037472,8.01.760.007.24139,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"HIYMAH, A.Ma.Pd.Or / SD NEGERI 2 WAJO",Restoran,JL. HOS COKROAMINOTO
105,P20000000067472,8.01.720.002.47225,DINAS KESEHATAN,"SAIDA,A.Md.Kep/PKM WABOROBO",Restoran,JL PADAT KARYA KELURAHAN WABOROBO/RM MAMA IDUL
106,P20000000217472,8.01.720.001.50072,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
107,P20000000177472,8.01.710.011.22636,KECAMATAN WOLIO,SUMARNI / KEL. BWI,Restoran,JL. BHAKTI ABRI
108,P20000000687472,8.01.760.011.26691,SMA NEGERI 2 BAUBAU,"SYAMSUDDIN HIYMU, S.Pd,M.Pd",Restoran,JL. BETOAMBARI NO. 67
109,P20000000077472,8.01.720.001.60223,SEKRETARIAT DPRD,HASAN BARI,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/DAPOER MURAH"
110,P20000001267472,8.01.710.002.37341,SD NEGERI 2 BAUBAU,"IRAWATI AMBA, S.Pd",Restoran,JL.JEND.SUDIRMAN NO.58 / TOKO KUE AL-ZAHKWAN
111,P20000000247472,8.01.720.007.6171,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN, SH",Restoran,JL.DAYANU IKHSANUDDIN NO 63
112,P20000000027472,8.01.720.015.13578,DINAS PERTANIAN DAN KETAHANAN PANGAN,UNGAODE,Restoran,JL. DAYANU IKHSANUDDIN NO. 51
113,P10000009287472,8.01.710.004.47384,FAUVAL CATERING,HJ.JAMIL,Restoran,JL.RE MARTADINATA
114,P20000002737472,8.01.770.005.51741,PKBM RAUDHATUL MUNAWARAH,"ASRI KUMALA DEWI, S.Pd",Restoran,JL. ERLANGGA / TOKO DAPOER BUDE
115,P10000008877472,8.01.720.015.25350,PARTAI  KEADILAN SEJAHTERA,WA ODE MARHAMA,Restoran,JL.GAJAH MADA NO.245
116,P20000000867472,8.01.750.001.28464,SMP NEGERI 6 BAUBAU,"JALAL, S.Pd",Restoran,JL. PENDIDIKAN
117,P20000000407472,8.01.760.009.61835,DINAS PARIWISATA,"RICHMAN SASMITA, S.H / BID. DESTINASI",Restoran,JL. LABUKE / RIGEL FOOD
118,P20000000047472,8.01.720.015.38949,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR/ BAGIAN UMUM SETDA,Restoran,BAUBAU/ PT. RAHMAT YUDI LIWANDA
119,P20000001327472,8.01.710.003.41782,TK AISYIYAH BUSTANUL ATHFAL,"SURNIA, S.Pd.I",Restoran,JL. JENDERAL SUDIRMAN NO. 45 / CATERING ROS
120,P20000000067472,8.01.710.011.15526,DINAS KESEHATAN,"WA ODE ALFINA, S.KM",Restoran,JL. BAKTI ABRI NO. 001
121,P20000000737472,8.01.710.004.50485,SMA NEGERI 7 BAUBAU,"MUHAMMAD IQBAL, S.Pd,Gr",Restoran,JL.JAMBU METE
122,P20000000867472,8.01.750.001.53332,SMP NEGERI 6 BAUBAU,"JALAL,S.pd",Restoran,JL.PENDIDIKAN
123,P20000000847472,8.01.710.007.27156,YAYASAN PENDIDIKAN TK.S PERMATA BUNDA,SITTI SAMLIA,Restoran,JL. PAHLAWAN KM 5
124,P10000004067472,8.01.770.004.30087,YEYEN SUTRA NINGSIH,YEYEN D MANAGEMEN CATERING,Restoran,JL.LA ODE BOHA NO.20
125,P20000000447472,8.01.720.007.63438,KANTOR KECAMATAN BETOAMBARI,LM. ALAM RATU,Restoran,JL.BETOMABARI
126,P20000000247472,8.01.720.015.20181,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN, SH",Restoran,JL DAYANU IKHSANUDDIN NO. 63
127,P20000000247472,8.01.720.015.43472,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","SUHARTI, S.IP/ BID. KAWASAN PERMUKIMAN",Restoran,JL. DAYANU IKHSANUDDIN NO. 63/WM. SENTOSA
128,P20000000067472,8.01.710.011.17799,DINAS KESEHATAN,"ASTUTI RAHAYU, S. KEP.,Ns /PUSKESMAS WOLIO",Restoran,JL. PAHLAWAN NO. 138
129,P20000000217472,8.01.720.015.52142,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BIDANG JASA KONSTRUKSI",Restoran,Jalan Dayanu Ikhsanuddin No. 1/RM. COBEK
130,P20000000177472,8.01.710.004.54922,KECAMATAN WOLIO,WARUNG MAKAN SENTOSA,Restoran,LORONG SKB
131,P20000000017472,8.01.720.015.28867,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID.PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
132,P20000000617472,8.01.720.015.31740,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDDIN, S.IP /BID. SEKRETARIAT",Restoran,JL. RAYA PALAGIMATA /ALVIN CATERING
133,P20000000017472,8.01.720.015.33483,BADAN PENGELOLA KEUANGAN ASET DAERAH,BAMBANG SAATI,Restoran,JLN RAYA PALAGIMATA
134,P20000000047472,8.01.720.015.5248,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
135,P20000000577472,8.01.710.003.65025,DINAS PERDAGANGAN DAN PERINDUSTRIAN,NARLIN MEDI,Restoran,JL.R.A. KARTINI
136,P20000000127472,8.01.730.001.42179,KECAMATAN SORAWOLIO,"NURYADIN, SH / KEL. KAISABU BARU",Restoran,JLN. POROS BAUBAU PASARWAJO / FOOD & CAKE CITRARASA
137,P20000000477472,8.01.710.003.17627,DINAS TENAGA KERJA,WAWAN SAHIDU,Restoran,JL.JENDRAL SUDIRMAN NO.56
138,P20000000067472,8.01.750.003.19879,DINAS KESEHATAN,"YULIANI ENGKE, Amd,Keb /PUSKES.LAKOLOGOU",Restoran,JL. ANOA KM.8
139,P20000000747472,8.01.760.007.53729,SMK NEGERI 1 BAUBAU,"NURMIDA, S.Pd",Restoran,JL.BETOAMBARI NO.7
140,P20000000837472,8.01.750.004.56513,SD NEGERI WARURUMA,"ALMINA KALASSE, S.Pd.Gr",Restoran,JL.ANOA /WARUNG MARINDA
141,P20000001597472,8.01.730.003.30488,SD NEGERI GONDA,"RAMLI BITOMBA, S.Pd",Restoran,JL. POROS BAUBAU PASARWAJO KM. 19
142,P10000009457472,8.01.770.001.32156,NUR AZIM,KEDAI 421,Restoran,"KOTAMARA, KEL. KAOBULA"
143,P20000002127472,8.01.710.003.35177,SD NEGERI 1 BAUBAU,"HARTATI, S.Pd",Restoran,JL.RA.KARTINI / WR.BAROKAH
144,P20000000337472,8.01.760.010.7609,KANTOR KECAMATAN MURHUM,SARNI KEL.BAADIA,Restoran,JL. SULTAN LABUKE
145,P20000000037472,8.01.720.015.7519,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"RAHMATIA, S.Pd.SD / SD NEGERI 2 KATOBENGKE",Restoran,JLN. BETOAMBARI KOTA BAUBAU
146,P20000000827472,8.01.760.010.43906,SMP NEGERI 7 BAUBAU,"MINARNI, S.Pd",Restoran,JL. DRS. H. LAODE MANARFA / UMKM WINDA
147,P20000000047472,8.01.760.007.46727,SEKRETARIAT DAERAH KOTA BAUBAU,"SYWALUDDIN, S.Ak / BAG. PEMERINTAHAN SETDA",Restoran,Bubur Ayam Amsterdam / Jalan Bataraguru
148,P20000000217472,8.01.720.015.21909,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
149,P20000000517472,8.01.760.008.55316,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,SULKIFLI/MAKANMINUM/ROSLINA/DALDUK,Restoran,JL.BETOAMBARI
150,P20000000517472,8.01.760.008.58117,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,SULKIFLI/NASI KOTAK/MUJIZAT/DALDUK,Restoran,JL. BETOAMBARI
151,P20000000067472,8.01.720.002.1136,DINAS KESEHATAN,"SAIDA,Amd.Keb PUSKESMAS WABOROBO",Restoran,JL.PADAT KARYA
152,P20000000077472,8.01.720.001.59718,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/ RM. Talago"
153,P20000000617472,8.01.720.015.33902,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDIN,SIP /BID.TU",Restoran,JL. RAYA PALAGIMATA / WM. SENTOSA
154,P20000000617472,8.01.720.015.36830,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDIN, SIP",Restoran,JOL.RAYA PALAGIMATA / NUSANTARA
155,P20000000447472,8.01.720.001.9513,KANTOR KECAMATAN BETOAMBARI,"BAHARUDDIN, S.IP KEL. SULAA",Restoran,JL.LA BAWEA
156,P20000000037472,8.01.760.008.17300,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"ASRUL SARH, S.Pd.I / SDN 2 LAMANGGA",Restoran,JL. SIJAWANGKATI
157,P20000000167472,8.01.720.007.14158,KOPERASI DAN UMKM,SANTI MAHILU,Restoran,JL.D.IKHSANUDDIN
158,P20000000047472,8.01.770.006.48344,SEKRETARIAT DAERAH KOTA BAUBAU,"SYAWALUDDIN, S. Ak/BAGIAN PEREKONOMIAN DAN SDA SETDA KOTA BAUBAU",Restoran,Jl. Betoambari Lorong Panti Asuhan/JUMAS COOK
