No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
23,P20000000217472,8.01.720.015.20939,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. BETOAMBARI NO. 31
24,P20000000267472,8.01.770.002.57345,KANTOR KECAMATAN BATUPOARO,irawan hasimuna/kel.wameo,Restoran,Kelurahan Wameo / KEDAI 94
25,P20000000417472,8.01.720.007.0279,"RUSLIN RAHMAN, SIP",BADAN KEPEGAWAIAN DIKLAT DAN SUMBER DAYA MANUSIA,Restoran,JL.DAYANU IKHSANUDDIN NO.59
26,P20000000067472,8.01.770.006.58956,DINAS KESEHATAN,"AZNIA, S.Kep.Ns/PUSKESMAS BETOAMBARI",Restoran,JL. WAWOKIA NO.5 KELURAHAN BONE-BONE/INAYAH CAKE
27,P20000000217472,8.01.720.007.3649,DINAS PEKERJAAN UMUM,"HUMAIRA, A.Md",Restoran,JL. DAYANU IKHSANUDDIN NO.1
28,P20000000687472,8.01.760.011.36076,SMA NEGERI 2 BAUBAU,"LA ODE ZAHALUDIN, S.Pd",Restoran,JL. BETOAMBARI NO. 67 / MZ. CAKE
29,P20000000047472,8.01.720.015.8515,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
30,P20000000017472,8.01.720.015.11798,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP BID. SEKRETARIAT",Restoran,JL. RAYA PALAGIMATA
31,P20000000037472,8.01.710.005.24662,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"IRAWATI, S.Pd.SD / SDN WANGKANAPI",Restoran,JL. KELAPA NO. 51
32,P20000001387472,8.01.760.011.47574,SMP NEGERI 3 BAUBAU,"MUK'INAH, S.Pd",Restoran,JL.BETOAMBARI NO.71 / INAYAH CAKE
33,P20000000377472,8.01.720.007.23105,DINAS SOSIAL,"MARTINA, S.IP",Restoran,JL. DAYANU IKHSANUDDIN NO. 55
34,P20000000267472,8.01.770.002.2135,KANTOR KECAMATAN BATUPOARO,"ARIFIN BARIUN, S.Sos KELURAHAN WAMEO",Restoran,JLN. WAKAAKA NO. 144
35,P20000000047472,8.01.720.015.60563,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI / BAGIAN UMUM SETDA,Restoran,JL. RAYA PALAGIMATA / VITA SEAFOOD
36,P20000002277472,8.01.710.004.37679,SMP NEGERI 18 BAUBAU,"SAUDIN, S.Pd",Restoran,JL. PANGERAN DIPONEGORO
37,P20000000217472,8.01.720.007.10418,DINAS PEKERJAAN UMUM,"HUMAIRA, AM.d /BIDANG BINA MARGA",Restoran,JL. DAYANU IKHSANUDDIN
38,P20000000047472,8.01.720.015.14001,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL.RAYA PALAGIMATA
39,P20000000077472,8.01.720.001.49201,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/Mama Nawa"
40,P20000000707472,8.01.760.011.25814,SMA NEGERI 4 BAUBAU,"WA HAMIDA,S.Pd",Restoran,JL.BETOAMBARI NO.73
41,P20000000247472,8.02.720.015.62172,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","WA ODE AMALA RABIA MALIM, ST, MT/BID. PSU",Restoran,JL.DAYANU IKHSANUDDIN NO.63
42,P20000000687472,8.01.760.011.39306,SMA NEGERI 2 BAUBAU,"LA ODE ZAHALUDIN, S.Pd",Restoran,JL.BETOAMBARI NO.67 / CIMY SNACK & BAKERY
43,P20000000047472,8.01.720.015.12366,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN / BAGIAN TAPEM,Restoran,JL. RAYA PALAGIMATA
44,P20000000077472,8.01.720.015.15865,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL. RAYA PALAGIMATA
45,P20000001267472,8.01.710.002.50843,SD NEGERI 2 BAUBAU,"ISRAWATI AMBA, S.Pd",Restoran,JL. JEND. SUDIRMAN NO. 58 / TOKO KUE AL-ZAKHWAN
46,P20000000917472,8.01.750.005.27519,SD NEGERI 1 KADOLOMOKO,"RISNAWATI, S.Pd",Restoran,JL. ANOA NO. 9
47,P20000000617472,8.01.720.015.63782,BADAN PENDAPATAN DAERAH,"LILIS SURIANI, S.Sos",Restoran,JL.RAYA PALAGIMATA /RM. ALFIN
48,P20000000217472,8.01.720.001.40907,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
49,P20000000077472,8.01.720.015.14449,SEKRETARIAT DPRD,"SAMSINA, S.SoS",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
50,P20000000067472,8.01.750.003.18272,DINAS KESEHATAN,"YULIANI ENGKE ,AMD KEB PIUSKESMAS LAKOLOGOU",Restoran,JL.ANOA KM.8
51,P20000000387472,8.01.710.001.52479,DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN,MUSTARI/BID.PEMADAMAN,Restoran,JLN.AHMAD YANI/KIOS MAMI NARTI
52,P20000000257472,8.01.710.003.29216,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos",Restoran,JL. MUH. HUSNI THAMRIN NO. 20
53,P20000000047472,8.01.720.015.5670,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL.RAYA PALAGIMATA
54,P20000000077472,8.01.720.001.65360,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/ Alfin Kiko Prasmanan"
55,P20000000047472,8.01.770.006.42541,SEKRETARIAT DAERAH KOTA BAUBAU,"SYAWALUDDIN,S.Ak/ Bag. Ekonomi SETDA Kota Baubau",Restoran,JL RAYA PALAGIMATA/ JUMAS COOK
56,P20000000307472,8.01.740.003.16423,KANTOR KECAMATAN BUNGI,"HASNI, S.IP",Restoran,JL. ANOA
57,P20000000077472,8.01.720.015.20276,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
58,P20000000127472,8.01.730.001.54073,KECAMATAN SORAWOLIO,DIAWATI/ KEC.SORAWOLIO,Restoran,"Kelurahan Kaisabu Baru, Kec. Sorawolio Kota Baubau, Citrarasa Food and Cake"
59,P20000000067472,8.01.710.001.30850,DINAS KESEHATAN,"JAMAL, SKM PUSKESMAS BATARAGURU",Restoran,JL. MH THAMRIN
60,P20000001047472,8.01.730.001.32543,SD NEGERI KABAURIA,"SAFARIA, S.Pd",Restoran,JL. POROS BAUBAU PASARWAJO KM. 13
61,P10000002217472,8.01.710.005.4136,HENDRA JAYA,AYAM LALAPAN BANDUNG,Restoran,JL.JAMBU METE
62,P20000000217472,8.01.720.015.7982,DINAS PEKERJAAN UMUM,"HUMAIRA, A.Md",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
63,P20000000037472,8.01.760.010.10885,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"WA ODE HASRINA, S.Pd SDN 2 BAADIA",Restoran,JL. LA BUKE
64,P20000000057472,8.01.720.015.44245,BAPPEDA,"La Ode Ikramansyah, SE/BIDANG PPM",Restoran,Jl. Raya Palagimata/W.M. Sentosa
65,P20000000097472,8.01.760.011.18760,DINAS PERIKANAN DAN KELAUTAN,"IHSAN ACIS, S.Pi",Restoran,JL. WA ODE WAU
66,P20000000047472,8.01.720.015.22336,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
67,P20000000517472,8.01.760.008.55652,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,SULKIFLI/SNACK/MU'JIZAT/DALDUK,Restoran,JL.BETOAMBARI
68,P20000000307472,8.01.740.004.1502,KANTOR KECAMATAN BUNGI,NENGAH BUDIASA KELUARAN NGKARI-NGKARI,Restoran,JL.ANOA
69,P20000000337472,8.01.760.009.34281,KANTOR KECAMATAN MURHUM,Musrifun/Kel.Melai,Restoran,Kel. Melai/Lusy Aneka Makanan dan Kue
70,P20000000017472,8.01.720.007.6519,BPKAPD,"BAMBANG SAATI, S.IP BID ASET",Restoran,JL.RAYA PALAGIMATA
71,P20000000217472,8.01.720.007.9881,DINAS PEKERJAAN UMUM,"HUMAIRAH, AMd",Restoran,JL. DAYANU IKHSANUDDIN
72,P20000000037472,8.01.720.015.18470,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"HAMIDA, S.Pd.I /TK ANAK SALEH LIPU",Restoran,JL. BARU PONDOK AZZAHRAH
73,P20000000477472,8.01.710.003.45864,DINAS TENAGA KERJA,WAWAN SAHIDU/BID PENLAT,Restoran,JL. RA KARTINI NO. 13 BAUBAU
74,P20000000017472,8.01.720.015.20810,BADAN PENGELOLA KEUANGAN ASET DAERAH,BAMBANG SAATI / BID. ANGGARAN,Restoran,JL. RAYA PALAGIMATA
75,P20000000077472,8.01.720.015.25149,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL. RAYA PALAGIMATA
76,P10000010407472,8.01.750.006.57248,MARTI,COBEK BUTON,Restoran,"JLN. CENDANA, KEL. KADOLO"
77,P20000000217472,8.01.720.007.0173,DINAS PEKERJAAN UMUM,DINAS PEKERJAAN UMUM,Restoran,JL.DAYANU IKHSANUDDIN
78,P20000000457472,8.01.780.003.58860,KANTOR KECAMATAN LEA-LEA,"MARLINA, S.IP/Kel. Kantalai",Restoran,Jl. Padat Karya
79,P20000000217472,8.01.720.007.3553,DINAS PEKERJAAN UMUM,"HUMAIRAH,AMd DINAS PEKERJAAN UMUM",Restoran,JL.DAYANU IKHSANUDDIN
80,P20000000687472,8.01.760.011.35968,SMA NEGERI 2 BAUBAU,"LA ODE ZAHALUDIN, S.Pd",Restoran,JL. BETOAMBARI NO. 67 / MZ. CAKE
81,P20000000067472,8.01.760.008.8413,DINAS KESEHATAN,"FITRIANI, SKM / PUSK. WAJO",Restoran,JL. DR. WAHIDIN NO. 137
82,P20000000077472,8.01.720.015.11683,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,"JL RAYA PALAGIMATA, BUKIT PARLEMEN"
83,P20000000037472,8.01.710.003.24512,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"NELTASIAH TUTUAMA,S.Pd/SDN 3 BAUBAU",Restoran,JL.JEND SUDIRMAN NO.49
84,P20000000857472,8.01.720.001.47474,SMP NEGERI 14 BAUBAU,"FANI ANDRIANTO,ST",Restoran,JL.MENUJU SIMPANG 5 / RM SEMERBAK
85,P20000000427472,8.01.760.008.22925,DINAS PERPUSTAKAAN DAN KERASIPAN,"MUKMINA, S.Sos",Restoran,JL. BETOAMBARI NO. 31
86,P20000000307472,8.01.740.003.26973,KANTOR KECAMATAN BUNGI,"HASNI, S.IP",Restoran,JL. ANOA
87,P20000000217472,8.01.720.007.1995,DINAS PEKERJAAN UMUM,"HUMAIRA, A.md",Restoran,JLN. DAYANU IKHSANUDDIN NO. 1
88,P20000000107472,8.01.710.002.60467,DINAS PERHUBUNGAN,RM. PUTRI,Restoran,Tomba
89,P20000000217472,8.01.720.001.37581,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
90,P20000000047472,8.01.720.015.10313,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BIDANG KESRA,Restoran,JL.RAYA PALAGIMATA
91,P20000000207472,8.01.760.010.13902,KANTOR BLUD RUMAH SAKIT,"TASRIF, SKM",Restoran,JL. DRS. H. LA ODE MANARFA
92,P20000000067472,8.01.710.011.49104,DINAS KESEHATAN,"Wa Ode Sitti Marwiah, B, AM.Keb/PKM WOLIO",Restoran,JL.PAHLAWAN NO.138/ KEDAI SEIL
93,P20000000127472,8.01.730.001.25717,KECAMATAN SORAWOLIO,DIAWATI,Restoran,JL. POROS PASARWAJO KM. 14
94,P20000000067472,8.01.780.001.28709,DINAS KESEHATAN,"MARWATI, SKM / PUSKESMAS LOWU-LOWU",Restoran,JL. SULTAN MURHUM NO. 03
95,P20000000217472,8.01.720.001.62076,DINAS PEKERJAAN UMUM,"AHMAD HENDRA KAIF, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
96,P20000000077472,8.01.720.001.39209,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/MAMA NAWA"
97,P20000000047472,8.01.720.015.12255,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BID. SEKRETARIAT,Restoran,JL. RAYA PALAGIMATA
98,P20000000077472,8.01.720.015.15769,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL. RAYA PALAGIMATA
99,P20000000427472,8.01.720.015.50747,DINAS PERPUSTAKAAN DAN KERASIPAN,"MUKMINA, S.Sos",Restoran,JLN. DAYANU IKHSANUDDIN / KEDAI NUR SYUHADA
100,P20000000777472,8.01.750.002.27419,SMK NEGERI 4 BAUBAU,"ARIFIN,S.Pd",Restoran,JL.PENDIDIKAN PUMA
101,P20000000517472,8.01.760.008.30329,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,"NURIATI,AM.Keb",Restoran,JL. BETOAMBARI NO. 39
102,P20000000857472,8.01.720.001.63678,SMP NEGERI 14 BAUBAU,"FANI ANDRIANTO,ST",Restoran,JL.MENUJU SIMPANG 5 / RM. SEMERBAK
103,P20000001487472,8.01.710.005.40810,TK NEGERI PEMBINA BAUBAU,"ASRINA, S.Pd.I",Restoran,JL.BUDI UTOMO / NW CATERING
104,P20000000077472,8.01.720.015.14353,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL.RAYA PALAGIMATA BUKIT PARLEMEN
105,P20000000577472,8.01.710.003.18176,DINAS PERDAGANGAN DAN PERINDUSTRIAN,"NARLN MEDI, S.M",Restoran,JL. RA KARTINI
106,P20000000067472,8.01.720.015.52382,DINAS KESEHATAN,"PUSKESMAS SULAA/ELYAMIN MAAMA, A.Md",Restoran,JL. DAYANU IKHSANUDDIN KOMPLEK BTN WANABHAKTI INDAH/RM. TALIWANG
107,P20000001047472,8.01.730.001.29120,SD NEGERI KABAURIA,"SAFARIA, S.Pd",Restoran,JL.POROS BAUBAU PASAR WAJO KM. 13
108,P20000000017472,8.01.720.015.31987,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP",Restoran,JL.RAYA PALAGIMATA / BAUBAU
109,P20000001267472,8.01.710.002.33725,SD NEGERI 2 BAUBAU,"ISRAWATI AMBA, S.Pd",Restoran,JLN. JENDRAL SUDIRMAN NO. 58 / TOKO KUE AL-ZAKHWAN
110,P20000000077472,8.01.720.015.5560,SEKRETARIAT DPRD,"SAMSINA,Sos",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
111,P20000002217472,8.01.720.002.65264,SD NEGERI 1 LABALAWA,"HASMA, S.Pd.SD",Restoran,JL.LABUKE
112,P20000000077472,8.01.720.001.42436,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/RM. MAMA GEVER"
113,P20000000337472,8.01.760.011.16227,KANTOR KECAMATAN MURHUM,"MUGRIS NUGRAHA, SE (KELURAHAN TANGANAPADA)",Restoran,JL. TARBIYAH
114,P20000000067472,8.01.780.001.20160,DINAS KESEHATAN,"MARWATI, SKM /PUSKESMAS LOWU-LOWU",Restoran,JL. SULTAN MURHUM NO.03
115,P20000000077472,8.01.720.001.53976,SEKRETARIAT DPRD,NASLIA ALU,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/DAPUR MOM WALY"
116,P20000000377472,8.01.720.007.30743,DINAS SOSIAL,"RICHMAN SASMITA, SH",Restoran,JL.DAYANU IKHSANUDDIN NO.55
117,P20000000097472,8.01.760.011.32431,DINAS PERIKANAN DAN KELAUTAN,"IHSAN ACIS, S.PI",Restoran,JL. WA ODE WAU NO. 65
118,P20000000517472,8.01.760.008.35423,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,"NURIATI,AM.Keb /BID. PENGENDALIAN PENDUDUK, PENGGERAKAN, PENYULUHAN KB",Restoran,JL.BETOAMBARI NO. 39
119,P20000000207472,8.01.760.010.4023,KANTOR BLUD RUMAH SAKIT,"TASRIF,S.KM",Restoran,JL. RAYA PALAGIMATA
120,P20000000047472,8.01.720.015.7873,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BAGIAN PEREKONOMIAN,Restoran,JL. RAYA PALAGIMATA
121,P20000000037472,8.01.760.011.9423,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"TASMAN EBA,S.IP / SMPN 3 BAUBAU",Restoran,JL. BETOAMBARI NO.71
122,P20000000257472,8.01.710.002.44149,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos/BID. WASNAS KEG. MONITORING TRIWULAN II TANGGAL 22 APRIL 2024",Restoran,JL. MUH. HUSNI THAMRIN NO.20/MOZA CATERING
123,P20000000047472,8.01.720.015.18659,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN /BAG.UKPBJ,Restoran,JL. RAYA PALAGIMATA
124,P20000000067472,8.01.770.002.22204,DINAS KESEHATAN,"LA ODE ABDUL ZHOHIR, S.Kep.,Ns/Pukesmas MEO-MEO",Restoran,JL.HAYAM WURUK NO.97
125,P20000000067472,8.01.710.011.55556,DINAS KESEHATAN,"EVI FITRIANI, FARMASI / DINKES",Restoran,JALAN BAKTI ABRI NO 001
126,P20000000047472,8.01.720.015.1397,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BAGIAN ORGANISASI,Restoran,JL.RAYA PALAGIMATA
127,P20000000187472,8.01.750.004.34182,KECAMATAN KOKALUKUNA,"ADAM SUWITNO, SH /KEL. WARURUMA",Restoran,JL. ANOA /TOKO KUE DIBA
128,P20000000067472,8.01.710.011.37074,DINAS KESEHATAN,"Wa Ode Alfina,SKM",Restoran,Jl. Bakti Abri / Vebby Cyntia Vransiska
129,P20000000277472,8.01.720.015.6401,DINAS PERIZINAN PENANAMAN MODAL DAN PTSP,"WA ODE ROSDIANA, SE",Restoran,JL. RAYA PALAGIMATA
130,P20000000217472,8.01.720.007.9781,DINAS PEKERJAAN UMUM,"HUMAIRAH, AMd",Restoran,JL. DAYANU IKHSANUDDIN
131,P20000000037472,8.01.710.011.18048,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"ANTON, S.Pd / SDN PALATIGA",Restoran,JL. GATOT SUBROTO
132,P20000000167472,8.01.710.002.43610,KOPERASI DAN UMKM,ZULKIFLI PAMILI / BIDANG UKM,Restoran,JLN. MUH.HUSNI THMRIN
133,P20000000067472,8.01.710.011.20692,DINAS KESEHATAN,"ASTUTI RAHAYU, S.Kep.,Ns / PUSKESMAS WOLIO",Restoran,JL. PAHLAWAN NO. 138
134,P20000000337472,8.01.760.008.24986,KANTOR KECAMATAN MURHUM,LIYA YUSLIYA,Restoran,JL.DR.WAHIDIN
135,P20000000077472,8.01.720.001.57150,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/bendahara"
136,P20066720015,7027200150031,NURHALIJA,R.M. C. M. BONTONOMPO I,Restoran,JL. DAYANU IKHSANUDDIN
137,P20000002267472,8.01.730.001.58758,SMP NEGERI 19 BAUBAU,"LA ODE AHMAD BARSAM, S.Pd",Restoran,JL.POROS BAUBAU PASARWAJO
138,P20000000217472,8.01.720.007.3450,DINAS PEKERJAAN UMUM,"HUMAIRA,AMd DINAS PEKERJAAN UMUM",Restoran,JL.DAYANU IKHSANUDDIN
139,P20000000217472,8.01.720.001.35848,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
140,P20000000017472,8.01.720.015.38685,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI,S.IP/ BID.ASET",Restoran,JL.RAYA PALAGIMATA
141,P20000000067472,8.01.770.006.8306,DINAS KESEHATAN,"AZNIA, S.Kep.Ns PUSKESMAS BETOAMBARI",Restoran,JL. WAWOKIA
142,P20000000067472,8.01.710.011.11531,DINAS KESEHATAN,"EVI FITRIANI, S.Si",Restoran,JL. BHAKTI ABRI
143,P20000000037472,8.01.750.001.24306,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"JALAL, S.Pd /SMPN 6 BAUBAU",Restoran,JL. PENDIDIKAN
144,P20000001617472,8.01.740.003.47371,SMPS DARUSSALAM,"FATIMAH SYAIFUL, S.Pd",Restoran,JL. POROS KALIALIA
145,P20000000217472,8.01.720.015.22814,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
146,P20000000787472,8.01.730.003.26849,SMK NEGERI 5 BAUBAU,KARIM,Restoran,JL. POROS BAUBAU PASARWAJO KM. 21
147,P20000000267472,8.01.770.002.1886,KANTOR KECAMATAN BATUPOARO,"FAUZIAH NIEMALASARI,S.PdI",Restoran,JL.KOMPLEKS RUSUNAWA WAMEO
148,P20000000257472,8.01.710.002.60367,BADAN KESBANGPOL,"MUHAMMAD FIRDAUZI IDRIS WALLY, S.Sos/BID. WASDIN KEG. MONITORING TRIWULAN IV TAHUN 2025",Restoran,JL. MUH. HUSNI THAMRIN NO.20/MOZA  CATERING
149,P20000001387472,8.01.760.011.37484,SMP NEGERI 3 BAUBAU,"MUINAH, S.Pd",Restoran,JL.BETOAMBARI NO.71 / TOKO NIKMAT
150,P20000000247472,8.01.720.015.6964,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN, SH",Restoran,JL.DAYANU IKSANUDDIN NO.63
151,P20000000227472,8.01.710.011.10202,DINAS LINGKUNGAN HIDUP,"WA ODE SYAMSIAR, A.Md",Restoran,JL. SARIKAYA
152,P20000000047472,8.01.720.015.13763,SEKRETARIAT DAERAH KOTA BAUBAU,ARDI NADIMIN BAGIAN PEMBANGUNAN,Restoran,JL.RAYA PALAGIMATA
153,P20000000127472,8.01.730.001.48999,KECAMATAN SORAWOLIO,DIAWATI/ KEC.SORAWOLIO,Restoran,"Kelurahan Kaisabu Baru, Kec. Sorawolio Kota Baubau, Citrarasa Food and Cake"
154,P20000000077472,8.01.720.015.25617,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL RAYA PALAGIMATA
155,P20000001217472,8.01.710.011.28612,SD NEGERI 2 PALATIGA,"IRMAN, S.Pd.,M.Pd",Restoran,JL. PAHLAWAN KM. 4
156,P20000000227472,8.01.710.011.61979,DINAS LINGKUNGAN HIDUP,WAODE SYAMSIAR/BID PENATAAN,Restoran,JL SIRKAYA NO 1/ ANISA CATERING
157,P20000001377472,8.01.710.004.39093,SDN 2 BATULO,"WA ODE NUR FITRIANI, S.Pd",Restoran,JL.PATTIMURA NO.4 / KANTIN SEKOLAH
158,P20000000047472,8.01.720.015.41925,SEKRETARIAT DAERAH KOTA BAUBAU,"SYAWALUDDIN, S.Ak / BAG. UMUM SETDA",Restoran,JL. RAYA PALAGIMATA/ SEMERBAK CATERING
159,P20000000067472,8.01.710.011.12042,DINAS KESEHATAN,"EVI FITRIANI,S.Si /BIDANG KESMAS",Restoran,JL.BAKTI ABRI NO.01
160,P20000000077472,8.01.720.015.15673,SEKRETARIAT DPRD,"SAMSINA, S.SOS",Restoran,JL.RAYA PALAGIMATA BUKIT PARLEMEN
161,P20000000917472,8.01.750.005.50650,SD NEGERI 1 KADOLOMOKO,"RISNAWATI, S.IP",Restoran,JL. ANOA NO. 9 / KANTIN SEHAT SDN 1 KADOLOMOKO
